,년도,팀명,선수명,선수id,WAR,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA
1229,2019,한화,정은원,/player/detail/1569,1.56,142,624,564,148,8,83,57,48,101,14,0.304,0.262,0.317,0.374,0.691,0.314
1230,2019,삼성,김헌곤,/player/detail/478,1.51,114,467,411,122,5,57,46,37,41,10,0.315,0.297,0.361,0.387,0.748,0.342
1231,2019,롯데,윌슨,/player/detail/1712,1.49,68,268,231,58,9,21,37,31,60,1,0.301,0.251,0.351,0.433,0.784,0.354
1232,2019,SK,정의윤,/player/detail/326,1.47,110,419,380,107,13,44,59,30,60,0,0.304,0.282,0.342,0.447,0.789,0.350
1233,2019,KT,장성우,/player/detail/790,1.41,127,413,366,96,7,25,41,35,86,0,0.319,0.262,0.325,0.339,0.664,0.305
1234,2019,KIA,유민상,/player/detail/705,1.31,61,202,175,51,5,23,26,24,35,0,0.341,0.291,0.386,0.463,0.849,0.383
1235,2019,NC,권희동,/player/detail/395,1.21,116,413,348,89,6,37,41,50,60,3,0.291,0.256,0.358,0.356,0.714,0.334
1236,2019,삼성,박계범,/player/detail/904,1.18,58,204,168,43,4,26,25,22,45,5,0.320,0.256,0.354,0.387,0.741,0.341
1237,2019,LG,김민성,/player/detail/226,1.13,107,401,361,94,8,44,50,30,75,2,0.308,0.260,0.323,0.371,0.694,0.317
1238,2019,SK,김강민,/player/detail/571,1.03,127,460,422,114,8,54,50,31,103,14,0.338,0.270,0.324,0.370,0.694,0.313
1239,2019,삼성,박해민,/player/detail/505,1.02,144,581,506,121,5,64,44,58,82,24,0.275,0.239,0.318,0.328,0.646,0.304
1240,2019,롯데,아수아헤,/player/detail/1646,0.95,48,194,163,41,2,34,21,26,24,4,0.283,0.252,0.356,0.368,0.724,0.339
1241,2019,LG,페게로,/player/detail/1718,0.76,52,214,199,57,9,24,44,12,63,2,0.375,0.286,0.332,0.472,0.804,0.353
1242,2019,두산,최주환,/player/detail/663,0.74,87,325,285,79,4,27,47,28,35,0,0.292,0.277,0.332,0.365,0.697,0.316
1243,2019,KT,조용호,/player/detail/1485,0.64,87,211,188,55,0,15,19,21,28,3,0.344,0.293,0.364,0.356,0.720,0.339
1244,2019,NC,이명기,/player/detail/575,0.61,59,245,219,67,1,25,15,20,25,10,0.338,0.306,0.361,0.361,0.722,0.333
1245,2019,NC,김성욱,/player/detail/838,0.56,116,333,287,66,9,38,36,29,69,6,0.266,0.230,0.302,0.387,0.689,0.308
1246,2019,Hero,이지영,/player/detail/454,0.54,106,331,308,87,1,40,39,15,28,5,0.307,0.282,0.317,0.315,0.632,0.291
1247,2019,KIA,박찬호,/player/detail/897,0.54,133,541,504,131,2,60,49,26,83,39,0.306,0.260,0.300,0.317,0.617,0.285
1248,2019,한화,정근우,/player/detail/559,0.47,88,305,277,77,3,37,30,20,43,8,0.319,0.278,0.334,0.354,0.688,0.316
1249,2019,LG,조셉,/player/detail/1643,0.46,55,217,197,54,9,17,36,14,46,0,0.313,0.274,0.332,0.426,0.758,0.339
1250,2019,KIA,황윤호,/player/detail/422,0.44,57,130,123,37,1,9,9,5,12,2,0.324,0.301,0.326,0.398,0.724,0.326
1251,2019,KIA,한승택,/player/detail/58,0.44,105,288,251,56,3,22,27,27,82,1,0.315,0.223,0.299,0.303,0.602,0.281
1252,2019,NC,스몰린스키,/player/detail/1716,0.42,55,228,205,47,9,32,42,16,31,3,0.228,0.229,0.298,0.439,0.737,0.324
1253,2019,KIA,이명기,/player/detail/575,0.40,80,302,266,75,1,37,21,28,41,4,0.327,0.282,0.357,0.338,0.695,0.325
1254,2019,NC,김태진,/player/detail/932,0.40,123,399,374,103,5,44,46,16,67,12,0.321,0.275,0.305,0.380,0.685,0.308
1255,2019,롯데,강로한,/player/detail/1322,0.39,104,306,288,69,4,38,25,13,107,7,0.365,0.240,0.279,0.375,0.654,0.294
1256,2019,NC,손시헌,/player/detail/653,0.38,68,149,135,36,2,17,10,5,23,1,0.309,0.267,0.317,0.356,0.673,0.309
1257,2019,삼성,윌리엄슨,/player/detail/1720,0.36,40,168,154,42,4,19,15,13,50,0,0.376,0.273,0.327,0.409,0.736,0.331
1258,2019,한화,장진혁,/player/detail/1568,0.36,113,349,315,80,1,42,24,26,74,13,0.328,0.254,0.320,0.346,0.666,0.309
1259,2019,NC,김찬형,/player/detail/1522,0.35,76,154,141,39,1,16,12,6,21,3,0.317,0.277,0.322,0.355,0.677,0.312
1260,2019,KIA,김주찬,/player/detail/132,0.33,100,363,337,101,3,35,32,17,44,3,0.334,0.300,0.340,0.374,0.714,0.321
1261,2019,SK,노수광,/player/detail/79,0.33,117,445,388,97,2,69,28,46,68,27,0.299,0.250,0.333,0.312,0.645,0.306
1262,2019,두산,류지혁,/player/detail/704,0.32,118,316,276,69,0,36,34,24,40,18,0.289,0.250,0.323,0.286,0.609,0.292
1263,2019,NC,베탄코트,/player/detail/1637,0.30,53,224,203,50,8,23,29,18,51,1,0.288,0.246,0.308,0.404,0.712,0.318
1264,2019,KIA,신범수,/player/detail/1483,0.30,39,65,57,12,2,4,7,7,14,0,0.244,0.211,0.308,0.404,0.712,0.320
1265,2019,두산,이흥련,/player/detail/483,0.29,27,44,42,13,0,3,5,2,12,0,0.433,0.310,0.341,0.405,0.746,0.339
1266,2019,한화,송광민,/player/detail/844,0.28,122,486,454,119,7,50,51,21,91,8,0.310,0.262,0.296,0.355,0.651,0.292
1267,2019,SK,김성현,/player/detail/562,0.26,144,472,426,105,1,45,34,33,43,6,0.270,0.246,0.302,0.300,0.602,0.281
1268,2019,한화,오선진,/player/detail/33,0.26,122,453,392,88,3,37,36,38,72,7,0.266,0.224,0.307,0.288,0.595,0.283
1269,2019,KT,김민혁,/player/detail/1291,0.25,127,521,466,131,0,68,32,32,60,22,0.319,0.281,0.341,0.307,0.648,0.307
1270,2019,Hero,임병욱,/player/detail/920,0.24,117,419,379,92,0,39,41,23,110,10,0.342,0.243,0.305,0.314,0.619,0.290
1271,2019,KT,이준수,/player/detail/24,0.24,32,49,36,7,0,3,3,9,11,0,0.280,0.194,0.370,0.222,0.592,0.312
1272,2019,KIA,백용환,/player/detail/120,0.20,28,51,47,11,2,3,6,3,14,0,0.290,0.234,0.294,0.404,0.698,0.311
1273,2019,한화,최진행*,/player/detail/44,0.19,45,129,117,27,6,10,19,9,28,0,0.250,0.231,0.295,0.436,0.731,0.320
1274,2019,NC,최승민,/player/detail/1708,0.18,24,10,9,4,0,5,1,1,2,6,0.571,0.444,0.500,0.556,1.056,0.473
1275,2019,KT,송민섭,/player/detail/1294,0.18,105,64,53,16,0,24,4,6,13,1,0.390,0.302,0.397,0.340,0.737,0.356
1276,2019,삼성,공민규,/player/detail/1682,0.17,28,60,53,13,3,4,6,6,18,0,0.313,0.245,0.333,0.434,0.767,0.345
1277,2019,롯데,신본기,/player/detail/754,0.16,121,413,375,96,1,43,26,24,62,3,0.304,0.256,0.314,0.288,0.602,0.284
1278,2019,KT,강민국,/player/detail/931,0.15,58,94,88,24,0,12,7,6,17,2,0.338,0.273,0.319,0.295,0.614,0.291
1279,2019,삼성,이성규,/player/detail/1436,0.14,16,46,43,11,2,3,7,2,16,1,0.360,0.256,0.304,0.442,0.746,0.328
1280,2019,롯데,김동한,/player/detail/661,0.13,42,85,78,22,0,9,2,6,15,3,0.349,0.282,0.333,0.333,0.666,0.309
1281,2019,한화,지성준,/player/detail/1311,0.13,58,109,104,26,2,7,11,5,21,0,0.296,0.250,0.284,0.365,0.649,0.290
1282,2019,SK,김재현,/player/detail/574,0.12,83,49,42,12,0,29,2,4,11,13,0.387,0.286,0.348,0.381,0.729,0.337
1283,2019,삼성,박한이,/player/detail/470,0.11,30,85,74,19,2,6,13,9,17,0,0.304,0.257,0.333,0.378,0.711,0.325
1284,2019,NC,정범모,/player/detail/23,0.11,25,45,40,9,2,4,4,3,15,1,0.304,0.225,0.279,0.400,0.679,0.301
1285,2019,NC,이우성,/player/detail/682,0.10,28,81,71,19,3,12,12,7,18,0,0.308,0.268,0.325,0.437,0.762,0.335
1286,2019,KT,오태곤,/player/detail/793,0.10,123,392,352,88,6,63,35,31,78,19,0.304,0.250,0.316,0.352,0.668,0.307
1287,2019,한화,김태연,/player/detail/1515,0.10,9,6,4,1,0,0,0,2,2,0,0.500,0.250,0.500,0.500,1.000,0.459
1288,2019,두산,김인태,/player/detail/681,0.10,26,70,60,14,2,6,7,8,12,1,0.255,0.233,0.319,0.400,0.719,0.326
1289,2019,NC,김형준,/player/detail/1605,0.10,55,119,107,24,2,13,9,8,24,0,0.272,0.224,0.278,0.327,0.605,0.276
1290,2019,NC,이인혁,/player/detail/1589,0.09,6,9,8,2,1,1,1,1,3,0,0.250,0.250,0.333,0.625,0.958,0.405
1291,2019,SK,임재현,/player/detail/1704,0.08,6,3,3,2,0,1,0,0,1,0,1.000,0.667,0.667,0.667,1.334,0.609
1292,2019,한화,최윤석,/player/detail/565,0.08,7,15,12,3,0,3,1,3,4,0,0.375,0.250,0.400,0.250,0.650,0.335
1293,2019,한화,강경학,/player/detail/870,0.08,52,135,113,27,0,21,12,15,32,1,0.329,0.239,0.341,0.274,0.615,0.301
1294,2019,NC,김태군,/player/detail/818,0.08,18,28,22,4,0,0,1,4,8,0,0.286,0.182,0.357,0.182,0.539,0.295
1295,2019,KIA,한준수,/player/detail/1726,0.07,7,20,20,6,0,2,2,0,2,0,0.333,0.300,0.300,0.400,0.700,0.306
1296,2019,삼성,김도환,/player/detail/1687,0.07,61,106,93,19,2,7,7,8,36,0,0.304,0.204,0.265,0.333,0.598,0.269
1297,2019,LG,박지규,/player/detail/1319,0.07,10,18,11,1,0,2,1,4,7,0,0.250,0.091,0.412,0.091,0.503,0.325
1298,2019,NC,이원재,/player/detail/1523,0.06,94,285,256,66,8,31,35,20,47,1,0.284,0.258,0.311,0.395,0.706,0.315
1299,2019,롯데,고승민,/player/detail/1680,0.06,30,89,83,21,0,7,6,4,16,0,0.309,0.253,0.284,0.373,0.657,0.294
1300,2019,LG,김재성,/player/detail/1321,0.06,3,7,5,1,0,0,1,2,2,0,0.333,0.200,0.429,0.200,0.629,0.348
1301,2019,한화,김민하,/player/detail/794,0.05,72,140,125,32,2,14,14,9,41,5,0.361,0.256,0.319,0.352,0.671,0.308
1302,2019,LG,홍창기,/player/detail/1445,0.05,23,26,24,6,0,3,0,1,12,3,0.500,0.250,0.308,0.333,0.641,0.295
1303,2019,Hero,김지수,/player/detail/228,0.04,69,32,30,8,0,3,3,2,7,0,0.348,0.267,0.313,0.333,0.646,0.296
1304,2019,Hero,장영석,/player/detail/270,0.04,119,413,372,92,7,41,62,27,77,0,0.290,0.247,0.310,0.344,0.654,0.300
1305,2019,Hero,예진원,/player/detail/1600,0.03,2,8,6,1,0,1,1,2,3,0,0.333,0.167,0.375,0.333,0.708,0.345
1306,2019,삼성,최영진,/player/detail/319,0.02,96,275,251,63,5,29,20,14,47,4,0.291,0.251,0.296,0.378,0.674,0.299
1307,2019,두산,신성현,/player/detail/1344,0.02,35,54,41,8,1,9,6,10,14,0,0.250,0.195,0.352,0.268,0.620,0.310
1308,2019,삼성,최선호,/player/detail/1352,0.02,17,8,6,1,0,1,0,2,0,1,0.167,0.167,0.375,0.167,0.542,0.305
1309,2019,한화,이원석,/player/detail/1681,0.01,13,9,6,0,0,3,0,2,5,2,0.000,0.000,0.333,0.000,0.333,0.256
1310,2019,KIA,이정훈,/player/detail/1492,0.00,7,15,14,4,0,0,3,0,1,0,0.286,0.286,0.267,0.357,0.624,0.265
1311,2019,롯데,김민수,/player/detail/1491,0.00,11,37,34,8,0,0,1,1,14,0,0.400,0.235,0.297,0.324,0.621,0.286
1312,2019,SK,최항,/player/detail/595,0.00,52,147,127,29,0,12,14,16,24,2,0.279,0.228,0.322,0.268,0.590,0.287
1313,2019,한화,이동훈,/player/detail/1398,-0.01,14,31,31,9,0,3,4,0,8,3,0.391,0.290,0.290,0.323,0.613,0.275
1314,2019,Hero,김웅빈,/player/detail/1376,-0.01,4,11,11,3,0,1,3,0,2,0,0.333,0.273,0.273,0.364,0.637,0.278
1315,2019,한화,하주석,/player/detail/37,-0.01,5,20,19,5,0,3,2,0,4,0,0.333,0.263,0.263,0.368,0.631,0.274
1316,2019,두산,이유찬,/player/detail/1583,-0.01,25,13,13,3,0,6,1,0,3,5,0.300,0.231,0.231,0.231,0.462,0.211
1317,2019,NC,지석훈,/player/detail/220,-0.01,76,169,149,34,2,15,15,10,37,0,0.286,0.228,0.299,0.329,0.628,0.287
1318,2019,NC,윤수강,/player/detail/791,-0.02,2,4,4,1,0,0,0,0,1,0,0.333,0.250,0.250,0.250,0.500,0.228
1319,2019,롯데,김사훈,/player/detail/740,-0.02,3,1,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1320,2019,KT,김진곤,/player/detail/1293,-0.03,19,34,30,8,0,4,6,2,8,1,0.364,0.267,0.313,0.333,0.646,0.296
1321,2019,롯데,채태인,/player/detail/463,-0.03,59,182,167,42,5,11,29,11,45,0,0.311,0.251,0.302,0.407,0.709,0.311
1322,2019,LG,서상우,/player/detail/379,-0.03,13,24,21,5,0,2,1,3,8,0,0.385,0.238,0.333,0.286,0.619,0.299
1323,2019,KIA,이범호,/player/detail/122,-0.03,19,31,26,6,1,1,5,3,3,0,0.208,0.231,0.290,0.385,0.675,0.295
1324,2019,Hero,주효상,/player/detail/1425,-0.03,18,30,29,6,0,3,5,1,7,0,0.273,0.207,0.233,0.345,0.578,0.258
1325,2019,KT,안치영,/player/detail/1532,-0.03,5,7,6,1,0,1,0,0,2,0,0.250,0.167,0.286,0.167,0.453,0.242
1326,2019,SK,채현우,/player/detail/1709,-0.03,9,1,1,0,0,2,0,0,1,3,-,0.000,0.000,0.000,0.000,0.000
1327,2019,Hero,김주형,/player/detail/1705,-0.03,3,1,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1328,2019,KT,박민석,/player/detail/1729,-0.03,3,1,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1329,2019,SK,오준혁,/player/detail/91,-0.03,2,1,1,0,0,1,0,0,1,0,-,0.000,0.000,0.000,0.000,0.000
1330,2019,두산,박유연,/player/detail/1516,-0.03,2,1,1,0,0,0,0,0,1,0,-,0.000,0.000,0.000,0.000,0.000
1331,2019,한화,박상언,/player/detail/1505,-0.03,1,1,1,0,0,0,0,0,1,0,-,0.000,0.000,0.000,0.000,0.000
1332,2019,KIA,문경찬(타),/player/detail/1662,-0.03,1,1,1,0,0,0,0,0,1,0,-,0.000,0.000,0.000,0.000,0.000
1333,2019,Hero,추재현,/player/detail/1669,-0.03,1,1,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1334,2019,KT,김재윤(타),/player/detail/1674,-0.03,1,1,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1335,2019,롯데,정성종(타),/player/detail/1707,-0.03,1,1,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1336,2019,삼성,양우현,/player/detail/1735,-0.03,1,1,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1337,2019,SK,김성민,/player/detail/1719,-0.04,2,4,4,1,0,0,0,0,3,0,1.000,0.250,0.250,0.250,0.500,0.228
1338,2019,삼성,김응민,/player/detail/650,-0.04,8,13,13,3,0,0,0,0,6,0,0.429,0.231,0.231,0.308,0.539,0.235
1339,2019,KIA,이인행,/player/detail/182,-0.04,9,20,16,3,0,1,2,2,6,0,0.300,0.188,0.316,0.250,0.566,0.282
1340,2019,Hero,김은성,/player/detail/1692,-0.04,5,10,8,1,0,1,0,2,2,0,0.167,0.125,0.300,0.125,0.425,0.244
1341,2019,롯데,황진수,/player/detail/749,-0.04,6,4,3,0,0,1,0,1,2,0,0.000,0.000,0.250,0.000,0.250,0.190
1342,2019,NC,김준완,/player/detail/419,-0.05,8,19,16,4,0,0,1,2,2,0,0.267,0.250,0.316,0.250,0.566,0.272
1343,2019,KT,이대형,/player/detail/325,-0.05,18,19,14,2,0,2,4,4,5,0,0.200,0.143,0.316,0.214,0.530,0.273
1344,2019,삼성,김재현,/player/detail/954,-0.05,6,2,2,0,0,1,0,0,1,0,0.000,0.000,0.000,0.000,0.000,0.000
1345,2019,한화,김창혁,/player/detail/367,-0.05,3,2,2,0,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0.000,0.000
1346,2019,롯데,이찬건,/player/detail/1727,-0.05,2,2,2,0,0,0,0,0,2,0,-,0.000,0.000,0.000,0.000,0.000
1347,2019,KIA,최정용,/player/detail/1377,-0.06,8,21,21,6,0,4,1,0,10,0,0.545,0.286,0.286,0.286,0.572,0.261
1348,2019,롯데,정준혁,/player/detail/783,-0.06,6,11,11,3,0,1,1,0,6,0,0.600,0.273,0.273,0.273,0.546,0.249
1349,2019,KIA,유재신,/player/detail/224,-0.06,71,59,51,13,0,17,6,6,12,4,0.325,0.255,0.328,0.333,0.661,0.310
1350,2019,NC,강진성,/player/detail/831,-0.06,41,104,97,24,2,11,14,3,20,2,0.293,0.247,0.298,0.371,0.669,0.304
1351,2019,한화,김종민,/player/detail/1281,-0.06,10,21,20,4,1,2,1,0,7,0,0.250,0.200,0.200,0.350,0.550,0.236
1352,2019,한화,박준혁,/player/detail/873,-0.06,4,2,2,0,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0.000,0.000
1353,2019,NC,김철호,/player/detail/1627,-0.06,2,2,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1354,2019,두산,송승환,/player/detail/1677,-0.06,2,2,2,0,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0.000,0.000
1355,2019,삼성,이현동,/player/detail/447,-0.06,1,2,2,0,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0.000,0.000
1356,2019,SK,최민재,/player/detail/603,-0.06,1,2,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1357,2019,한화,김회성,/player/detail/89,-0.07,58,117,104,24,3,7,18,11,24,2,0.269,0.231,0.302,0.356,0.658,0.300
1358,2019,한화,변우혁,/player/detail/1653,-0.07,29,61,53,12,1,7,2,7,17,0,0.314,0.226,0.328,0.302,0.630,0.302
1359,2019,SK,박정권,/player/detail/558,-0.07,18,37,32,6,1,5,5,5,11,0,0.250,0.188,0.297,0.313,0.610,0.288
1360,2019,두산,정병곤,/player/detail/467,-0.08,20,31,27,5,0,6,4,2,4,0,0.217,0.185,0.290,0.222,0.512,0.257
1361,2019,KIA,문선재,/player/detail/316,-0.08,29,61,49,8,3,7,6,9,18,2,0.167,0.163,0.295,0.347,0.642,0.297
1362,2019,두산,서예일,/player/detail/1393,-0.08,7,3,3,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1363,2019,KIA,윤해진,/player/detail/129,-0.08,2,3,3,0,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0.000,0.000
1364,2019,SK,이현석,/player/detail/1326,-0.08,2,3,3,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
1365,2019,SK,최준우,/player/detail/1697,-0.10,15,36,33,7,0,3,0,3,3,0,0.233,0.212,0.278,0.273,0.551,0.259
1366,2019,LG,류형우,/player/detail/1672,-0.10,10,12,11,2,0,2,1,1,3,0,0.250,0.182,0.250,0.182,0.432,0.216
1367,2019,롯데,나경민,/player/detail/1437,-0.11,45,49,45,9,0,10,7,3,12,2,0.273,0.200,0.265,0.289,0.554,0.266
1368,2019,KIA,황대인,/player/detail/1318,-0.11,12,28,25,5,0,0,0,1,8,0,0.294,0.200,0.286,0.280,0.566,0.269
1369,2019,KT,김병희,/player/detail/1284,-0.11,4,7,7,1,0,0,0,0,2,0,0.200,0.143,0.143,0.143,0.286,0.130
1370,2019,KT,정현,/player/detail/486,-0.11,4,11,10,1,0,0,1,1,3,0,0.143,0.100,0.182,0.100,0.282,0.152
1371,2019,Hero,김규민,/player/detail/1060,-0.12,94,250,222,55,3,33,24,22,68,2,0.340,0.248,0.324,0.333,0.657,0.307
1372,2019,LG,전준호,/player/detail/1701,-0.12,8,5,5,0,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0.000,0.000
1373,2019,NC,유영준,/player/detail/393,-0.12,3,4,4,0,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0.000,0.000
1374,2019,LG,박용택,/player/detail/324,-0.13,64,215,195,55,1,19,22,18,30,3,0.325,0.282,0.340,0.344,0.684,0.314
1375,2019,삼성,박찬도,/player/detail/479,-0.13,30,34,32,9,0,10,2,2,10,0,0.409,0.281,0.324,0.313,0.637,0.282
1376,2019,삼성,송준석,/player/detail/906,-0.13,26,56,51,12,1,6,4,2,14,0,0.297,0.235,0.273,0.353,0.626,0.278
1377,2019,SK,남태혁,/player/detail/1448,-0.13,12,24,22,5,0,1,1,2,3,0,0.263,0.227,0.292,0.227,0.519,0.254
1378,2019,KIA,홍재호,/player/detail/128,-0.13,10,20,19,4,0,2,0,1,5,0,0.286,0.211,0.250,0.211,0.461,0.221
1379,2019,Hero,박정음,/player/detail/274,-0.13,60,88,71,14,0,13,7,11,31,6,0.350,0.197,0.345,0.254,0.599,0.306
1380,2019,롯데,이병규,/player/detail/328,-0.13,8,22,19,3,0,1,0,2,7,0,0.250,0.158,0.273,0.263,0.536,0.258
1381,2019,한화,이창열,/player/detail/881,-0.13,11,16,13,2,0,3,1,1,5,0,0.250,0.154,0.267,0.154,0.421,0.225
1382,2019,SK,최승준,/player/detail/313,-0.14,10,24,22,5,0,2,0,2,10,0,0.417,0.227,0.292,0.227,0.519,0.254
1383,2019,두산,국해성,/player/detail/674,-0.14,21,41,35,6,0,2,2,5,13,0,0.273,0.171,0.293,0.257,0.550,0.269
1384,2019,NC,박헌욱,/player/detail/837,-0.14,6,9,9,1,0,0,1,0,5,0,0.250,0.111,0.111,0.222,0.333,0.137
1385,2019,KIA,최정민,/player/detail/618,-0.14,4,5,5,0,0,0,0,0,2,0,0.000,0.000,0.000,0.000,0.000,0.000
1386,2019,KIA,김민식,/player/detail/614,-0.15,53,116,96,16,0,6,14,15,29,2,0.232,0.167,0.293,0.188,0.481,0.250
1387,2019,KIA,해즐베이커,/player/detail/1629,-0.15,11,46,41,6,2,5,5,4,18,1,0.190,0.146,0.239,0.341,0.580,0.262
1388,2019,Hero,임지열,/player/detail/918,-0.15,11,18,15,2,0,0,3,1,7,0,0.250,0.133,0.235,0.200,0.435,0.217
1389,2019,NC,오영수,/player/detail/1578,-0.15,3,8,8,1,0,0,0,0,4,0,0.250,0.125,0.125,0.125,0.250,0.114
1390,2019,LG,전민수,/player/detail/239,-0.16,75,106,96,23,0,8,8,9,18,2,0.295,0.240,0.305,0.313,0.618,0.287
1391,2019,SK,정진기,/player/detail/576,-0.16,13,17,16,3,0,1,2,1,2,0,0.214,0.188,0.235,0.188,0.423,0.206
1392,2019,KIA,나지완,/player/detail/139,-0.16,56,153,129,24,6,12,17,19,37,0,0.205,0.186,0.301,0.364,0.665,0.302
1393,2019,LG,김재율,/player/detail/373,-0.16,4,9,9,1,0,0,0,0,0,0,0.111,0.111,0.111,0.111,0.222,0.101
1394,2019,한화,박한결,/player/detail/78,-0.17,9,11,11,2,0,0,0,0,4,0,0.286,0.182,0.182,0.182,0.364,0.166
1395,2019,KT,고명성,/player/detail/1619,-0.17,30,18,16,2,0,4,0,2,7,0,0.222,0.125,0.222,0.125,0.347,0.186
1396,2019,KIA,고장혁,/player/detail/149,-0.18,22,32,31,7,0,2,3,0,8,0,0.304,0.226,0.250,0.290,0.540,0.251
1397,2019,롯데,배성근,/player/detail/1675,-0.18,36,48,44,9,0,4,2,4,13,1,0.290,0.205,0.271,0.227,0.498,0.241
1398,2019,KIA,류승현,/player/detail/1484,-0.19,57,163,150,38,0,14,14,9,29,3,0.314,0.253,0.313,0.320,0.633,0.295
1399,2019,삼성,박승규,/player/detail/1724,-0.19,14,23,21,4,0,2,2,2,7,1,0.286,0.190,0.261,0.190,0.451,0.225
1400,2019,롯데,허일,/player/detail/753,-0.20,71,162,149,38,1,14,17,12,28,2,0.308,0.255,0.315,0.302,0.617,0.290
1401,2019,두산,장승현,/player/detail/680,-0.21,35,46,41,7,0,3,3,3,13,0,0.241,0.171,0.239,0.220,0.459,0.220
1402,2019,LG,신민재,/player/detail/1659,-0.22,81,94,81,19,0,25,5,8,17,10,0.292,0.235,0.323,0.272,0.595,0.288
1403,2019,삼성,김호재,/player/detail/1588,-0.23,28,33,32,7,0,1,0,1,7,0,0.280,0.219,0.242,0.250,0.492,0.226
1404,2019,한화,장운호,/player/detail/61,-0.23,7,12,10,1,0,2,0,1,1,0,0.111,0.100,0.182,0.100,0.282,0.152
1405,2019,한화,백창수,/player/detail/372,-0.24,16,48,44,10,0,4,3,0,18,0,0.385,0.227,0.261,0.295,0.556,0.253
1406,2019,삼성,김민수,/player/detail/871,-0.24,29,41,39,8,0,5,2,1,16,0,0.333,0.205,0.220,0.231,0.451,0.205
1407,2019,삼성,손주인,/player/detail/311,-0.24,20,35,31,6,1,2,4,2,6,0,0.208,0.194,0.242,0.290,0.532,0.244
1408,2019,롯데,문규현,/player/detail/746,-0.25,40,72,64,16,0,7,10,3,10,0,0.281,0.250,0.271,0.281,0.552,0.251
1409,2019,SK,강승호,/player/detail/333,-0.25,15,42,39,6,2,5,5,2,18,0,0.211,0.154,0.195,0.308,0.503,0.222
1410,2019,KT,김영환,/player/detail/501,-0.25,13,15,14,1,0,1,0,1,3,0,0.091,0.071,0.133,0.071,0.204,0.112
1411,2019,롯데,정훈,/player/detail/752,-0.26,88,222,190,43,2,26,17,24,47,4,0.289,0.226,0.324,0.289,0.613,0.294
1412,2019,SK,김창평,/player/detail/1699,-0.26,18,53,45,8,0,4,3,4,11,0,0.235,0.178,0.260,0.222,0.482,0.236
1413,2019,KIA,이진영,/player/detail/1420,-0.26,11,15,15,2,0,1,2,0,4,0,0.182,0.133,0.133,0.133,0.266,0.122
1414,2019,롯데,신용수,/player/detail/1690,-0.26,17,20,20,2,1,4,2,0,4,0,0.067,0.100,0.100,0.250,0.350,0.144
1415,2019,SK,박승욱,/player/detail/568,-0.26,8,15,13,1,1,3,2,2,5,0,0.000,0.077,0.200,0.308,0.508,0.233
1416,2019,SK,배영섭,/player/detail/475,-0.27,30,80,71,16,0,5,7,6,15,2,0.281,0.225,0.300,0.239,0.539,0.263
1417,2019,KT,문상철,/player/detail/1287,-0.27,33,68,60,12,2,8,7,4,26,2,0.294,0.200,0.265,0.317,0.582,0.265
1418,2019,Hero,허정협,/player/detail/1364,-0.28,37,77,68,16,0,3,8,7,19,0,0.320,0.235,0.312,0.250,0.562,0.273
1419,2019,롯데,김준태,/player/detail/765,-0.28,43,104,88,14,0,10,8,12,23,0,0.215,0.159,0.275,0.193,0.468,0.240
1420,2019,두산,김대한,/player/detail/1651,-0.28,19,18,15,0,0,4,0,3,9,0,0.000,0.000,0.167,0.000,0.167,0.127
1421,2019,KT,박승욱,/player/detail/568,-0.29,93,230,210,51,2,21,13,12,45,4,0.301,0.243,0.290,0.324,0.614,0.285
1422,2019,두산,김경호,/player/detail/886,-0.29,32,27,26,5,0,4,2,0,7,0,0.263,0.192,0.192,0.231,0.423,0.188
1423,2019,삼성,백승민,/player/detail/1601,-0.30,19,45,42,10,0,4,4,2,11,0,0.313,0.238,0.267,0.262,0.529,0.244
1424,2019,삼성,이성곤,/player/detail/884,-0.31,13,28,28,5,0,1,0,0,6,0,0.227,0.179,0.179,0.286,0.465,0.197
