,년도,팀명,선수명,선수id,WAR,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA
477,2016,KIA,오준혁,/player/detail/91,-0.10,47,144,132,35,2,18,15,9,38,1,0.359,0.265,0.317,0.432,0.749,0.329
478,2016,넥센,장영석,/player/detail/270,-0.10,23,33,26,5,0,6,3,7,10,0,0.313,0.192,0.364,0.269,0.633,0.316
479,2016,kt,정주후,/player/detail/1290,-0.10,12,3,3,0,0,4,0,0,1,0,0.000,0.000,0.000,0.000,0.000,0.000
480,2016,한화,김주현,/player/detail/1453,-0.10,4,3,3,0,0,0,0,0,2,0,0.000,0.000,0.000,0.000,0.000,0.000
481,2016,LG,김지성,/player/detail/318,-0.10,2,3,3,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
482,2016,kt,박용근,/player/detail/352,-0.11,31,86,74,17,1,5,6,11,14,0,0.267,0.230,0.326,0.351,0.677,0.310
483,2016,NC,강구성,/player/detail/839,-0.11,2,3,3,0,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0.000,0.000
484,2016,넥센,주효상,/player/detail/1425,-0.12,12,19,18,4,0,3,3,1,9,0,0.444,0.222,0.263,0.278,0.541,0.248
485,2016,두산,최주환,/player/detail/663,-0.13,85,182,160,45,2,21,23,12,19,0,0.301,0.281,0.339,0.388,0.727,0.322
486,2016,kt,김선민,/player/detail/1110,-0.13,32,63,50,11,0,7,2,10,14,3,0.306,0.220,0.361,0.220,0.581,0.300
487,2016,두산,최재훈,/player/detail/648,-0.13,22,22,18,3,0,1,4,2,2,0,0.176,0.167,0.273,0.222,0.495,0.242
488,2016,삼성,성의준,/player/detail/468,-0.13,24,23,20,3,1,2,2,2,4,0,0.133,0.150,0.261,0.300,0.561,0.259
489,2016,NC,윤병호,/player/detail/1316,-0.13,11,9,9,1,1,3,3,0,3,0,0.000,0.111,0.111,0.444,0.555,0.206
490,2016,한화,정범모,/player/detail/23,-0.13,5,4,4,0,0,0,0,0,3,0,0.000,0.000,0.000,0.000,0.000,0.000
491,2016,LG,박재욱,/player/detail/1427,-0.14,26,50,47,12,0,5,4,2,9,0,0.316,0.255,0.286,0.298,0.584,0.266
492,2016,kt,박기혁,/player/detail/743,-0.15,117,348,308,84,2,36,34,27,53,0,0.322,0.273,0.331,0.334,0.665,0.306
493,2016,한화,김회성,/player/detail/89,-0.15,28,58,45,9,1,12,8,9,17,0,0.276,0.200,0.345,0.267,0.612,0.301
494,2016,롯데,김주현,/player/detail/792,-0.16,21,33,29,6,0,4,1,3,12,1,0.353,0.207,0.281,0.345,0.626,0.280
495,2016,SK,임석진,/player/detail/1401,-0.16,11,12,11,2,0,3,0,1,6,0,0.400,0.182,0.250,0.182,0.432,0.214
496,2016,KIA,안치홍,/player/detail/127,-0.17,10,43,36,8,0,3,1,5,8,0,0.276,0.222,0.310,0.278,0.588,0.278
497,2016,KIA,김원섭,/player/detail/133,-0.17,37,90,73,16,0,10,12,15,16,1,0.276,0.219,0.348,0.288,0.636,0.308
498,2016,두산,김동한,/player/detail/661,-0.17,28,20,19,4,0,3,2,0,3,1,0.250,0.211,0.211,0.263,0.474,0.208
499,2016,SK,이현석,/player/detail/1326,-0.17,11,11,11,2,0,1,0,0,8,0,0.667,0.182,0.182,0.182,0.364,0.166
500,2016,넥센,허정협,/player/detail/1364,-0.17,13,20,17,3,0,0,1,3,7,0,0.300,0.176,0.300,0.176,0.476,0.249
501,2016,kt,김진곤,/player/detail/1293,-0.17,13,8,8,1,0,1,0,0,1,0,0.143,0.125,0.125,0.125,0.250,0.114
502,2016,NC,이재율,/player/detail/1396,-0.18,32,13,13,2,0,9,0,0,3,8,0.200,0.154,0.154,0.154,0.308,0.140
503,2016,삼성,우동균,/player/detail/474,-0.19,33,82,68,15,2,14,10,12,10,0,0.228,0.221,0.333,0.324,0.657,0.307
504,2016,삼성,나성용,/player/detail/368,-0.19,6,13,12,2,0,1,0,1,5,0,0.286,0.167,0.231,0.167,0.398,0.198
505,2016,삼성,이정식,/player/detail/452,-0.19,7,9,8,0,0,0,1,0,3,0,0.000,0.000,0.111,0.000,0.111,0.086
506,2016,한화,이종환,/player/detail/140,-0.20,31,33,29,8,0,3,4,3,10,0,0.400,0.276,0.333,0.310,0.643,0.269
507,2016,SK,김기현,/player/detail/1367,-0.20,14,17,16,3,0,3,0,1,6,0,0.300,0.188,0.235,0.250,0.485,0.223
508,2016,kt,김영환,/player/detail/501,-0.21,12,12,12,2,0,2,0,0,3,0,0.222,0.167,0.167,0.167,0.334,0.152
509,2016,KIA,최병연,/player/detail/1310,-0.21,12,9,8,0,0,1,0,1,2,0,0.000,0.000,0.111,0.000,0.111,0.083
510,2016,NC,김종호,/player/detail/832,-0.22,93,137,122,36,0,26,7,14,30,13,0.391,0.295,0.368,0.311,0.679,0.323
511,2016,kt,배병옥,/player/detail/914,-0.22,65,55,50,13,0,10,3,4,18,2,0.406,0.260,0.315,0.280,0.595,0.281
512,2016,LG,장준원,/player/detail/912,-0.23,14,15,13,1,0,2,0,2,3,0,0.100,0.077,0.200,0.077,0.277,0.161
513,2016,롯데,김지수,/player/detail/1410,-0.23,6,7,7,0,0,1,0,0,4,0,0.000,0.000,0.000,0.000,0.000,0.000
514,2016,kt,김종민,/player/detail/1281,-0.24,78,217,180,44,0,17,20,21,32,0,0.291,0.244,0.329,0.261,0.590,0.286
515,2016,넥센,유재신,/player/detail/224,-0.25,93,74,62,16,0,20,6,10,12,16,0.320,0.258,0.361,0.258,0.619,0.307
516,2016,NC,강민국,/player/detail/931,-0.25,24,26,23,3,1,2,1,2,9,0,0.154,0.130,0.200,0.304,0.504,0.219
517,2016,SK,유서준,/player/detail/945,-0.25,8,7,7,0,0,0,0,0,4,0,0.000,0.000,0.000,0.000,0.000,0.000
518,2016,롯데,이여상,/player/detail/31,-0.26,61,83,72,18,0,10,7,7,25,2,0.375,0.250,0.313,0.319,0.632,0.292
519,2016,두산,박세혁,/player/detail/649,-0.26,87,210,172,36,5,26,23,22,45,2,0.248,0.209,0.302,0.337,0.639,0.291
520,2016,두산,김인태,/player/detail/681,-0.26,14,19,18,3,0,0,3,1,4,0,0.214,0.167,0.211,0.222,0.433,0.200
521,2016,넥센,박윤,/player/detail/563,-0.26,7,12,11,1,0,0,0,1,2,0,0.111,0.091,0.167,0.091,0.258,0.138
522,2016,KIA,홍재호,/player/detail/128,-0.26,22,16,13,1,0,4,1,2,3,0,0.100,0.077,0.200,0.077,0.277,0.161
523,2016,롯데,김동한,/player/detail/661,-0.27,50,96,88,23,0,6,12,6,16,4,0.319,0.261,0.309,0.318,0.627,0.287
524,2016,롯데,오승택,/player/detail/793,-0.27,42,135,123,32,3,17,7,12,37,6,0.349,0.260,0.326,0.382,0.708,0.317
525,2016,두산,홍성흔,/player/detail/651,-0.27,17,45,40,10,0,4,5,5,9,0,0.323,0.250,0.333,0.300,0.633,0.300
526,2016,한화,최윤석,/player/detail/565,-0.28,11,17,16,2,0,2,0,1,4,0,0.167,0.125,0.176,0.125,0.301,0.151
527,2016,한화,정현석,/player/detail/48,-0.28,3,8,8,0,0,0,0,0,2,0,0.000,0.000,0.000,0.000,0.000,0.000
528,2016,NC,황윤호,/player/detail/422,-0.29,33,12,12,1,0,7,2,0,5,1,0.143,0.083,0.083,0.083,0.166,0.076
529,2016,LG,윤진호,/player/detail/371,-0.30,34,23,21,4,0,3,0,0,6,1,0.267,0.190,0.190,0.190,0.380,0.174
530,2016,롯데,안중열,/player/detail/1283,-0.31,19,29,28,5,0,2,3,1,9,0,0.263,0.179,0.207,0.214,0.421,0.194
531,2016,삼성,김상수,/player/detail/464,-0.32,105,401,358,97,3,56,38,23,39,6,0.294,0.271,0.326,0.332,0.658,0.302
532,2016,KIA,김민우,/player/detail/219,-0.33,19,47,41,8,0,3,4,5,12,1,0.276,0.195,0.283,0.220,0.503,0.247
533,2016,KIA,한승택,/player/detail/58,-0.34,27,30,28,5,0,1,5,1,8,0,0.250,0.179,0.207,0.179,0.386,0.183
534,2016,두산,서예일,/player/detail/1393,-0.34,31,21,19,2,0,3,0,2,8,0,0.182,0.105,0.190,0.105,0.295,0.158
535,2016,넥센,김민준,/player/detail/247,-0.34,20,13,12,1,0,4,0,1,5,0,0.143,0.083,0.154,0.083,0.237,0.128
536,2016,kt,김사연,/player/detail/252,-0.35,20,63,56,14,0,6,4,7,10,1,0.304,0.250,0.333,0.268,0.601,0.291
537,2016,KIA,고장혁,/player/detail/149,-0.35,63,81,70,15,0,18,4,7,15,3,0.273,0.214,0.313,0.257,0.570,0.277
538,2016,SK,이대수,/player/detail/26,-0.35,14,15,12,0,0,0,2,2,3,0,0.000,0.000,0.133,0.000,0.133,0.100
539,2016,삼성,이상훈,/player/detail/477,-0.36,8,14,12,1,0,0,0,0,4,0,0.125,0.083,0.083,0.083,0.166,0.076
540,2016,삼성,김태완,/player/detail/460,-0.37,34,52,46,9,1,4,9,5,15,0,0.258,0.196,0.269,0.304,0.573,0.250
541,2016,KIA,윤완주,/player/detail/129,-0.37,34,34,30,5,1,5,2,2,6,0,0.167,0.167,0.212,0.267,0.479,0.212
542,2016,kt,김동욱,/player/detail/453,-0.37,21,41,37,5,3,3,5,3,14,0,0.100,0.135,0.220,0.378,0.598,0.254
543,2016,롯데,김민하,/player/detail/794,-0.38,46,49,45,9,1,8,1,1,19,4,0.320,0.200,0.234,0.289,0.523,0.234
544,2016,롯데,김대륙,/player/detail/1323,-0.38,58,59,49,7,0,5,5,5,20,0,0.233,0.143,0.259,0.245,0.504,0.246
545,2016,한화,양성우,/player/detail/51,-0.39,108,446,384,104,4,52,53,39,67,5,0.313,0.271,0.347,0.354,0.701,0.323
546,2016,두산,조수행,/player/detail/1394,-0.40,66,29,29,8,0,16,3,0,6,2,0.348,0.276,0.276,0.276,0.552,0.251
547,2016,LG,강승호,/player/detail/333,-0.40,18,41,38,7,0,4,3,2,12,0,0.259,0.184,0.220,0.263,0.483,0.215
548,2016,롯데,황진수,/player/detail/749,-0.40,11,10,10,0,0,2,0,0,5,0,0.000,0.000,0.000,0.000,0.000,0.000
549,2016,넥센,홍성갑,/player/detail/273,-0.42,44,68,62,14,0,4,7,1,18,1,0.318,0.226,0.294,0.258,0.552,0.267
550,2016,롯데,나경민,/player/detail/1437,-0.43,35,66,56,13,0,13,3,8,18,3,0.333,0.232,0.323,0.268,0.591,0.284
551,2016,NC,용덕한,/player/detail/737,-0.44,88,116,104,22,2,16,7,8,21,0,0.244,0.212,0.272,0.298,0.570,0.260
552,2016,한화,오선진,/player/detail/33,-0.45,57,53,43,7,0,6,3,5,8,0,0.200,0.163,0.280,0.163,0.443,0.234
553,2016,LG,최경철,/player/detail/211,-0.45,29,52,45,7,0,3,2,4,16,0,0.241,0.156,0.240,0.200,0.440,0.216
554,2016,KIA,이성우,/player/detail/119,-0.46,55,89,76,16,0,9,6,5,10,0,0.239,0.211,0.282,0.224,0.506,0.247
555,2016,LG,양석환,/player/detail/911,-0.47,80,215,203,56,6,24,37,6,48,3,0.331,0.276,0.297,0.424,0.721,0.310
556,2016,삼성,김정혁,/player/detail/466,-0.48,46,118,106,25,2,13,11,9,25,1,0.288,0.236,0.299,0.321,0.620,0.284
557,2016,넥센,채태인,/player/detail/463,-0.49,124,417,370,106,7,29,72,36,92,0,0.354,0.286,0.345,0.397,0.742,0.331
558,2016,한화,장운호,/player/detail/61,-0.49,51,85,76,18,0,7,11,4,16,0,0.300,0.237,0.293,0.289,0.582,0.272
559,2016,kt,남태혁,/player/detail/1448,-0.50,16,48,44,9,0,2,2,3,18,1,0.333,0.205,0.250,0.273,0.523,0.237
560,2016,SK,이진석,/player/detail/1360,-0.50,41,45,43,8,0,6,2,2,19,0,0.333,0.186,0.222,0.256,0.478,0.219
561,2016,KIA,박찬호,/player/detail/897,-0.50,69,46,42,7,0,9,3,3,9,2,0.212,0.167,0.222,0.167,0.389,0.192
562,2016,넥센,강지광,/player/detail/353,-0.51,40,80,66,13,1,10,7,11,24,1,0.286,0.197,0.316,0.273,0.589,0.284
563,2016,넥센,김재현,/player/detail/217,-0.55,56,82,72,13,0,8,8,7,14,0,0.224,0.181,0.263,0.208,0.471,0.231
564,2016,KIA,강한울,/player/detail/891,-0.56,104,322,298,81,0,36,27,15,46,7,0.321,0.272,0.307,0.336,0.643,0.292
565,2016,KIA,이진영,/player/detail/1420,-0.56,17,33,29,4,0,4,2,3,10,1,0.211,0.138,0.219,0.138,0.357,0.184
566,2016,롯데,이우민,/player/detail/755,-0.58,52,98,83,16,1,19,8,7,16,2,0.227,0.193,0.287,0.289,0.576,0.271
567,2016,LG,황목치승,/player/detail/967,-0.58,48,39,39,7,0,7,4,0,9,2,0.233,0.179,0.179,0.256,0.435,0.187
568,2016,롯데,김재유,/player/detail/1337,-0.60,21,30,27,4,0,8,1,1,7,2,0.200,0.148,0.207,0.148,0.355,0.178
569,2016,롯데,손용석,/player/detail/747,-0.61,51,99,90,22,0,8,9,1,18,0,0.297,0.244,0.278,0.300,0.578,0.262
570,2016,한화,차일목,/player/detail/118,-0.61,117,329,276,63,3,30,38,30,57,0,0.271,0.228,0.308,0.290,0.598,0.280
571,2016,삼성,최선호,/player/detail/1352,-0.63,60,27,26,3,0,11,3,1,11,1,0.200,0.115,0.148,0.154,0.302,0.140
572,2016,kt,문상철,/player/detail/1287,-0.64,48,87,80,16,1,9,7,4,26,1,0.278,0.200,0.253,0.325,0.578,0.256
573,2016,LG,정상호,/player/detail/552,-0.70,77,159,132,24,1,12,10,17,39,0,0.245,0.182,0.290,0.242,0.532,0.260
574,2016,kt,김민혁,/player/detail/1291,-0.71,26,31,29,3,0,3,0,2,8,2,0.143,0.103,0.161,0.138,0.299,0.147
575,2016,삼성,이영욱,/player/detail/518,-0.73,104,52,49,8,1,16,4,2,21,6,0.259,0.163,0.212,0.245,0.457,0.208
576,2016,KIA,이호신,/player/detail/138,-0.74,51,43,39,6,0,1,2,2,10,1,0.200,0.154,0.190,0.205,0.395,0.181
577,2016,두산,정수빈,/player/detail/669,-0.76,114,305,269,65,2,49,20,25,48,12,0.286,0.242,0.319,0.305,0.624,0.293
578,2016,SK,조동화,/player/detail/569,-0.77,76,172,143,34,0,24,16,15,17,6,0.266,0.238,0.323,0.273,0.596,0.286
579,2016,LG,임훈,/player/detail/573,-0.78,60,198,180,47,1,20,14,12,26,8,0.301,0.261,0.314,0.300,0.614,0.286
580,2016,KIA,백용환,/player/detail/120,-0.80,80,199,174,34,4,12,15,19,52,2,0.250,0.195,0.276,0.305,0.581,0.263
581,2016,롯데,박종윤,/player/detail/745,-0.96,73,211,195,55,1,24,17,10,25,3,0.318,0.282,0.322,0.333,0.655,0.298
582,2016,한화,강경학,/player/detail/870,-0.97,46,116,101,16,1,16,7,8,30,0,0.211,0.158,0.232,0.257,0.489,0.228
583,2016,kt,심우준,/player/detail/1288,-1.00,122,251,236,57,3,36,17,8,40,17,0.277,0.242,0.264,0.326,0.590,0.261
584,2016,kt,하준호,/player/detail/786,-1.00,94,217,187,41,3,26,15,20,63,12,0.311,0.219,0.310,0.294,0.604,0.285
585,2016,SK,이명기,/player/detail/575,-1.01,99,326,287,78,1,29,22,23,37,14,0.307,0.272,0.332,0.334,0.666,0.309
586,2016,kt,김상현,/player/detail/131,-1.03,62,246,222,50,11,29,32,20,48,0,0.238,0.225,0.294,0.396,0.690,0.302
587,2016,NC,김태군,/player/detail/818,-1.11,134,395,340,79,1,37,30,22,44,0,0.261,0.232,0.293,0.285,0.578,0.270
588,2016,한화,송주호,/player/detail/847,-1.18,33,52,47,5,0,3,1,3,12,0,0.143,0.106,0.160,0.106,0.266,0.136
589,2016,LG,정주현,/player/detail/317,-1.25,99,257,225,50,1,30,22,28,66,5,0.306,0.222,0.306,0.298,0.604,0.282
590,2016,삼성,김재현,/player/detail/954,-1.35,122,215,188,41,0,25,14,8,42,1,0.279,0.218,0.275,0.255,0.530,0.250
591,2016,kt,이해창,/player/detail/215,-1.42,88,254,231,47,6,16,22,9,65,1,0.252,0.203,0.240,0.325,0.565,0.247
592,2016,한화,장민석,/player/detail/233,-1.43,98,227,205,47,1,38,16,16,44,3,0.288,0.229,0.285,0.307,0.592,0.272
593,2016,kt,김연훈,/player/detail/615,-1.66,103,181,166,36,1,13,18,7,46,2,0.287,0.217,0.244,0.295,0.539,0.236
594,2016,한화,조인성,/player/detail/551,-1.67,76,146,137,23,3,10,7,2,38,0,0.208,0.168,0.186,0.248,0.434,0.191
595,2016,NC,지석훈,/player/detail/220,-1.70,141,394,351,77,9,34,54,22,91,0,0.265,0.219,0.278,0.336,0.614,0.274
596,2016,삼성,박계범,/player/detail/904,-,5,0,0,0,0,1,0,0,0,0,-,-,-,-,-,-
597,2016,한화,지성준,/player/detail/1311,-,1,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-
598,2017,SK,최정,/player/detail/560,7.30,130,527,430,136,46,89,113,70,107,1,0.316,0.316,0.427,0.684,1.111,0.442
599,2017,두산,김재환*,/player/detail/675,7.22,144,636,544,185,35,110,115,81,123,4,0.385,0.340,0.429,0.603,1.032,0.427
600,2017,KIA,최형우,/player/detail/471,7.20,142,629,514,176,26,98,120,96,82,0,0.362,0.342,0.450,0.576,1.026,0.430
601,2017,두산,박건우,/player/detail/672,7.04,131,543,483,177,20,91,78,41,64,20,0.390,0.366,0.424,0.582,1.006,0.424
602,2017,한화,로사리오,/player/detail/1387,5.75,119,510,445,151,37,100,111,50,61,10,0.324,0.339,0.414,0.661,1.075,0.436
603,2017,NC,나성범,/player/detail/836,5.64,125,561,498,173,24,103,99,48,116,17,0.413,0.347,0.415,0.584,0.999,0.416
604,2017,롯데,손아섭,/player/detail/760,5.60,144,667,576,193,20,113,80,83,96,25,0.374,0.335,0.420,0.514,0.934,0.398
605,2017,KIA,김선빈,/player/detail/126,5.19,137,529,476,176,5,84,64,39,40,4,0.393,0.370,0.420,0.477,0.897,0.391
606,2017,KIA,버나디나,/player/detail/1461,5.01,139,621,557,178,27,118,111,41,112,32,0.354,0.320,0.373,0.540,0.913,0.380
607,2017,NC,박민우,/player/detail/830,4.92,106,452,388,141,3,84,47,46,51,11,0.408,0.363,0.441,0.472,0.913,0.404
608,2017,넥센,김하성,/player/detail/903,4.76,141,601,526,159,23,90,114,58,65,16,0.306,0.302,0.376,0.513,0.889,0.375
609,2017,NC,스크럭스,/player/detail/1466,4.70,115,518,437,131,35,91,111,65,134,4,0.353,0.300,0.402,0.595,0.997,0.411
610,2017,삼성,러프,/player/detail/1458,4.59,134,591,515,162,31,90,124,60,107,2,0.344,0.315,0.396,0.569,0.965,0.402
611,2017,삼성,구자욱,/player/detail/517,4.28,144,647,564,175,21,108,107,63,138,10,0.371,0.310,0.383,0.527,0.910,0.382
612,2017,KIA,안치홍,/player/detail/127,4.23,132,545,487,154,21,95,93,43,70,7,0.332,0.316,0.373,0.513,0.886,0.374
613,2017,SK,한동민,/player/detail/578,3.92,103,414,350,103,29,64,73,46,79,2,0.302,0.294,0.396,0.614,1.010,0.414
614,2017,넥센,서건창,/player/detail/227,3.90,139,615,539,179,6,87,76,67,68,15,0.367,0.332,0.403,0.429,0.832,0.368
615,2017,KIA,나지완,/player/detail/139,3.87,137,551,459,138,27,85,94,62,105,1,0.332,0.301,0.405,0.534,0.939,0.398
616,2017,롯데,이대호,/player/detail/1148,3.86,142,608,540,173,34,73,111,50,84,1,0.327,0.320,0.391,0.533,0.924,0.388
617,2017,LG,박용택,/player/detail/324,3.67,138,596,509,175,14,83,90,72,88,4,0.387,0.344,0.424,0.479,0.903,0.391
618,2017,롯데,강민호,/player/detail/738,3.63,130,515,456,130,22,62,68,41,104,0,0.324,0.285,0.361,0.482,0.843,0.357
619,2017,넥센,이정후,/player/detail/1479,3.41,144,622,552,179,2,111,47,60,67,12,0.365,0.324,0.395,0.417,0.812,0.360
620,2017,롯데,전준우,/player/detail/762,3.18,110,496,455,146,18,76,69,30,70,2,0.347,0.321,0.370,0.503,0.873,0.371
621,2017,두산,오재일,/player/detail/662,3.12,128,466,412,126,26,62,89,45,80,1,0.324,0.306,0.378,0.561,0.939,0.392
622,2017,한화,정근우,/player/detail/559,3.01,105,442,391,129,11,73,46,32,48,6,0.352,0.330,0.392,0.471,0.863,0.374
623,2017,한화,김태균,/player/detail/25,2.96,94,407,356,121,17,51,76,43,56,0,0.362,0.340,0.413,0.545,0.958,0.401
624,2017,NC,손시헌,/player/detail/653,2.93,124,391,349,122,5,32,45,16,44,1,0.384,0.350,0.386,0.447,0.833,0.364
625,2017,롯데,번즈,/player/detail/1471,2.87,116,468,423,128,15,71,57,29,100,10,0.363,0.303,0.361,0.499,0.860,0.367
626,2017,KIA,이범호,/player/detail/122,2.85,115,447,382,104,25,57,89,52,81,0,0.280,0.272,0.365,0.505,0.870,0.364
627,2017,두산,양의지,/player/detail/647,2.76,111,406,347,96,14,47,67,43,53,1,0.290,0.277,0.373,0.441,0.814,0.355
628,2017,두산,민병헌,/player/detail/670,2.57,123,520,447,136,14,73,71,47,74,3,0.334,0.304,0.389,0.445,0.834,0.366
629,2017,한화,이성열,/player/detail/236,2.53,81,318,280,86,21,41,65,19,80,3,0.353,0.307,0.364,0.596,0.960,0.393
630,2017,LG,유강남,/player/detail/369,2.36,118,364,324,90,17,43,66,14,72,2,0.308,0.278,0.335,0.475,0.810,0.345
631,2017,kt,로하스,/player/detail/1510,2.35,83,367,336,101,18,52,56,23,81,5,0.346,0.301,0.351,0.560,0.911,0.376
632,2017,두산,에반스,/player/detail/1380,2.32,138,581,514,152,27,82,90,61,114,2,0.332,0.296,0.372,0.490,0.862,0.368
633,2017,한화,송광민,/player/detail/844,2.29,117,473,437,143,13,71,75,21,88,2,0.378,0.327,0.356,0.476,0.832,0.354
634,2017,NC,권희동,/player/detail/395,2.16,141,554,472,135,19,72,86,52,90,3,0.314,0.286,0.371,0.458,0.829,0.358
635,2017,넥센,초이스,/player/detail/1533,2.15,46,201,176,54,17,37,42,17,49,0,0.333,0.307,0.388,0.653,1.041,0.423
636,2017,kt,정현,/player/detail/486,2.15,124,399,350,105,6,45,42,18,69,4,0.356,0.300,0.369,0.426,0.795,0.352
637,2017,두산,김재호,/player/detail/657,2.04,91,331,283,83,7,34,50,36,52,7,0.330,0.293,0.372,0.438,0.810,0.351
638,2017,KIA,김주찬,/player/detail/132,2.03,122,478,440,136,12,78,70,31,59,9,0.335,0.309,0.359,0.489,0.848,0.362
639,2017,넥센,채태인,/player/detail/463,2.01,109,384,342,110,12,46,62,34,94,0,0.410,0.322,0.388,0.500,0.888,0.379
640,2017,KIA,이명기,/player/detail/575,1.99,115,512,464,154,9,79,63,28,57,8,0.362,0.332,0.371,0.459,0.830,0.359
641,2017,SK,로맥,/player/detail/1501,1.96,102,416,359,87,31,58,64,50,116,1,0.263,0.242,0.344,0.554,0.898,0.367
642,2017,두산,최주환,/player/detail/663,1.84,129,452,399,120,7,65,57,38,58,3,0.333,0.301,0.370,0.424,0.794,0.347
643,2017,SK,나주환,/player/detail/557,1.79,122,452,419,122,19,69,65,19,85,0,0.326,0.291,0.329,0.489,0.818,0.342
644,2017,한화,최진행*,/player/detail/44,1.76,89,289,258,79,13,29,50,19,76,0,0.388,0.306,0.375,0.539,0.914,0.387
645,2017,넥센,김민성,/player/detail/226,1.75,133,530,472,133,15,59,78,43,93,0,0.317,0.282,0.345,0.436,0.781,0.336
646,2017,kt,박경수,/player/detail/370,1.64,131,511,442,116,15,62,66,57,118,1,0.324,0.262,0.352,0.430,0.782,0.337
647,2017,NC,박석민,/player/detail/461,1.62,101,382,319,78,14,43,56,50,92,1,0.300,0.245,0.369,0.423,0.792,0.350
648,2017,LG,오지환,/player/detail/315,1.57,107,390,334,91,8,47,39,45,105,10,0.367,0.272,0.362,0.407,0.769,0.336
649,2017,NC,모창민,/player/detail/827,1.55,136,527,474,148,17,64,90,39,81,9,0.340,0.312,0.361,0.485,0.846,0.357
650,2017,kt,유한준,/player/detail/237,1.49,133,497,445,136,13,52,68,45,59,0,0.327,0.306,0.370,0.436,0.806,0.350
651,2017,SK,정의윤,/player/detail/326,1.45,112,381,349,112,15,44,45,19,61,0,0.350,0.321,0.367,0.496,0.863,0.368
652,2017,NC,이종욱,/player/detail/667,1.45,107,355,318,98,5,52,34,28,30,9,0.326,0.308,0.371,0.403,0.774,0.344
653,2017,삼성,조동찬,/player/detail/458,1.37,122,393,353,102,10,35,46,22,72,3,0.335,0.289,0.344,0.439,0.783,0.340
654,2017,한화,하주석,/player/detail/37,1.32,111,470,432,123,11,69,52,23,83,7,0.330,0.285,0.328,0.440,0.768,0.328
655,2017,넥센,고종욱,/player/detail/272,1.27,123,453,426,133,8,70,54,22,92,16,0.381,0.312,0.349,0.462,0.811,0.345
656,2017,LG,정성훈,/player/detail/310,1.25,115,321,276,86,6,32,30,36,49,4,0.359,0.312,0.400,0.428,0.828,0.366
657,2017,삼성,이승엽,/player/detail/456,1.25,135,533,472,132,24,65,87,47,85,1,0.292,0.280,0.348,0.517,0.865,0.356
658,2017,넥센,장영석,/player/detail/270,1.25,60,212,186,50,12,30,38,17,50,0,0.306,0.269,0.358,0.538,0.896,0.377
659,2017,삼성,이원석,/player/detail/659,1.17,121,459,411,109,18,55,62,34,80,2,0.285,0.265,0.323,0.450,0.773,0.326
660,2017,kt,오정복,/player/detail/423,1.16,81,213,195,69,2,24,16,9,24,0,0.394,0.354,0.395,0.451,0.846,0.374
661,2017,LG,백창수,/player/detail/372,1.14,52,122,101,33,4,15,18,12,18,1,0.358,0.327,0.412,0.535,0.947,0.404
662,2017,두산,박세혁,/player/detail/649,1.10,97,237,201,57,5,41,26,19,44,2,0.333,0.284,0.354,0.398,0.752,0.332
663,2017,넥센,박동원,/player/detail/214,1.10,103,284,256,69,11,33,39,17,56,2,0.305,0.270,0.321,0.434,0.755,0.323
664,2017,NC,김태군,/player/detail/818,1.02,132,420,362,96,3,33,34,16,43,0,0.292,0.265,0.333,0.343,0.676,0.309
665,2017,kt,이해창,/player/detail/215,1.00,114,283,254,69,11,33,44,19,50,1,0.297,0.272,0.322,0.445,0.767,0.325
666,2017,삼성,박해민,/player/detail/505,0.95,144,638,570,162,7,96,54,50,78,40,0.313,0.284,0.338,0.393,0.731,0.318
667,2017,SK,김민식,/player/detail/614,0.92,2,1,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000
668,2017,삼성,배영섭,/player/detail/475,0.91,92,244,218,66,6,39,26,19,44,1,0.355,0.303,0.365,0.445,0.810,0.351
669,2017,SK,김동엽,/player/detail/1407,0.86,125,428,393,109,22,58,70,23,62,2,0.279,0.277,0.329,0.496,0.825,0.345
670,2017,넥센,윤석민,/player/detail/656,0.84,78,321,292,95,7,47,47,19,40,0,0.353,0.325,0.374,0.452,0.826,0.359
671,2017,두산,최재훈,/player/detail/648,0.82,6,8,7,3,0,1,1,1,0,0,0.429,0.429,0.500,0.429,0.929,0.426
672,2017,LG,안익훈,/player/detail/1336,0.78,108,248,219,70,1,38,15,18,28,3,0.359,0.320,0.379,0.356,0.735,0.335
673,2017,롯데,최준석,/player/detail/654,0.75,125,464,409,119,14,43,82,49,89,0,0.338,0.291,0.364,0.430,0.794,0.346
674,2017,NC,이상호,/player/detail/390,0.69,95,241,227,76,0,33,15,7,15,12,0.358,0.335,0.360,0.370,0.730,0.329
675,2017,한화,오선진,/player/detail/33,0.65,65,209,184,57,2,23,21,15,22,3,0.340,0.310,0.371,0.402,0.773,0.344
676,2017,KIA,최원준,/player/detail/1421,0.63,72,174,156,48,3,27,27,10,20,3,0.331,0.308,0.351,0.462,0.813,0.349
