43,4,4,0,7,0,55,3,48.1,9.87,5.4,1.3,5.77
44,5,2,2,9,0,66,0,77.0,7.01,2.45,0.7,3.16
45,6,3,0,9,0,70,4,68.2,10.09,3.93,1.18,5.77
46,1,2,0,14,0,80,0,48.0,10.12,5.06,0.38,3.75
47,1,1,1,10,1,57,0,47.1,7.99,8.56,0.95,5.13
48,4,2,0,12,0,63,0,79.1,9.64,2.61,1.13,2.84
49,2,4,0,5,3,53,0,56.1,9.91,3.04,0.96,5.59
50,5,6,0,15,6,63,0,73.1,7.85,4.05,1.6,6.63
51,3,5,28,0,6,57,0,57.2,9.36,3.12,0.16,3.9
52,1,4,15,1,6,50,0,44.2,6.45,4.03,1.01,5.64
53,2,7,8,12,5,63,0,61.0,8.26,5.02,1.62,4.13
54,1,1,0,2,1,51,0,36.0,3.0,3.5,1.0,4.75
55,2,1,5,13,6,58,0,63.1,7.82,3.69,0.28,2.13
56,5,4,0,9,2,53,0,54.2,8.07,3.79,1.48,4.61
57,3,5,10,12,3,63,0,59.0,8.85,3.66,0.61,5.34
58,8,7,7,3,3,61,0,61.2,8.32,3.65,0.73,5.84
59,6,4,26,0,5,56,0,59.0,11.9,2.9,0.76,2.75
60,8,1,0,6,2,72,0,66.1,6.38,2.71,1.22,4.34
61,8,7,0,11,0,64,10,109.0,7.18,5.28,2.39,6.44
62,4,5,7,27,5,71,0,69.2,9.82,3.36,0.52,3.88
63,5,5,22,2,2,68,0,71.2,7.16,3.39,0.63,4.4
64,1,1,2,5,0,52,0,42.1,6.38,3.4,1.06,4.46
65,6,2,2,25,1,71,0,75.1,5.62,1.67,0.84,2.99
66,6,6,3,17,5,65,0,74.1,9.93,3.27,0.36,2.78
67,0,5,10,11,3,56,0,52.0,7.62,2.6,1.9,5.02
68,4,4,0,7,1,63,0,71.2,8.29,4.27,0.63,2.89
69,2,3,18,14,7,58,0,55.2,10.99,3.72,1.46,5.17
70,3,2,2,7,0,55,0,51.0,7.06,3.0,0.53,4.41
71,3,4,0,27,4,62,0,49.0,3.49,3.49,0.55,3.31
72,7,2,7,12,1,70,0,89.0,7.38,3.24,0.61,3.44
73,3,5,0,3,3,56,0,67.0,5.91,4.97,1.34,5.91
74,2,2,14,6,7,61,0,53.0,7.64,3.91,0.85,4.25
75,3,3,2,24,4,60,0,49.0,6.43,1.65,0.92,3.31
76,6,9,5,3,3,54,11,109.0,8.17,4.13,0.66,5.04
77,2,2,0,22,0,69,0,41.0,8.34,4.39,0.66,4.61
78,4,1,0,4,2,54,0,57.0,6.63,1.89,0.95,3.47
79,7,4,1,10,4,68,0,79.1,6.92,3.86,0.23,2.5
80,3,3,7,11,2,52,0,48.0,5.62,1.69,0.56,6.19
81,2,2,2,11,1,52,2,50.2,8.88,3.73,1.07,5.68
82,5,4,25,0,7,58,0,59.1,8.65,3.49,1.21,3.94
83,2,2,0,6,0,52,0,36.2,5.89,3.93,0.25,3.44
84,3,3,1,24,2,75,0,52.2,8.2,2.56,1.03,3.93
85,5,2,33,0,5,55,0,54.0,11.83,2.17,0.33,2.83
86,2,3,0,7,1,59,0,54.1,4.97,3.98,0.66,5.47
87,6,5,5,11,5,63,3,69.2,5.81,4.13,1.29,5.94
88,4,5,0,17,1,57,0,48.0,11.44,10.12,0.94,5.06
89,0,2,0,9,2,60,0,41.0,8.78,5.93,1.1,7.46
90,2,7,0,15,5,75,0,62.1,10.4,5.2,0.87,4.76
91,1,3,0,13,2,61,0,56.0,7.23,2.57,0.96,5.3
92,3,2,5,9,7,57,0,52.0,6.58,2.77,0.69,3.98
93,4,1,0,24,2,64,0,50.2,9.95,2.66,0.36,2.13
94,1,5,1,34,5,69,0,76.2,9.39,4.93,0.82,3.29
95,1,4,0,17,3,53,0,42.2,10.55,2.74,1.48,5.7
96,5,2,1,4,0,55,2,62.0,8.13,5.81,1.16,4.94
97,1,7,0,13,6,64,2,74.2,8.32,3.74,1.33,5.18
98,7,7,2,16,8,62,0,60.0,7.5,3.3,1.2,6.0
99,7,4,11,6,6,65,1,80.1,7.39,5.27,1.12,4.59
100,5,3,35,0,4,55,0,53.0,9.51,2.04,1.02,3.4
101,6,3,2,9,0,68,0,83.2,7.21,3.12,0.97,4.3
102,6,2,0,15,4,59,0,52.2,8.72,5.3,0.85,4.96
103,3,4,3,11,2,55,0,54.2,5.6,3.79,0.99,3.46
104,8,5,16,1,7,61,0,81.0,9.44,2.89,0.78,3.33
105,2,6,30,0,8,51,0,70.0,8.74,3.09,0.51,2.96
106,4,6,6,7,5,60,0,68.0,6.35,3.97,1.19,3.97
107,5,5,6,13,4,61,0,66.1,10.04,3.39,0.81,4.34
108,0,2,44,0,1,64,0,62.0,8.27,2.32,0.44,2.03
109,3,3,5,11,3,60,0,51.1,8.42,3.86,0.53,4.73
110,5,7,0,25,2,67,0,64.2,7.79,3.76,0.42,4.45
111,4,2,0,22,4,76,0,50.0,10.62,4.14,0.54,4.32
112,3,3,0,15,0,66,0,69.2,9.56,2.97,0.52,2.97
113,3,3,18,3,2,57,0,54.1,6.79,1.16,0.17,2.32
114,1,1,0,5,0,51,0,25.1,6.39,2.49,0.71,1.78
115,3,2,0,9,2,60,0,63.1,7.25,4.97,0.57,3.41
116,4,3,6,5,3,50,0,58.1,6.79,4.63,1.54,5.09
117,3,1,1,21,1,69,0,57.1,11.15,6.75,1.1,5.02
118,1,2,24,0,4,54,0,55.0,8.18,1.64,0.33,1.31
119,4,6,23,0,6,58,0,61.1,9.24,1.91,0.88,3.82
120,7,5,0,24,3,61,0,58.0,7.6,3.1,0.16,3.41
121,1,3,0,8,4,52,0,52.0,6.75,3.81,0.52,4.15
122,3,4,1,8,3,60,0,68.2,7.86,2.88,1.05,4.98
123,3,6,1,5,0,66,0,77.2,9.73,4.87,1.04,4.4
124,8,6,7,9,5,51,0,50.0,10.44,3.96,0.54,3.78
125,2,0,0,5,0,50,0,56.1,6.07,1.76,0.0,2.56
126,6,3,0,9,0,61,0,67.1,12.16,3.21,0.94,4.28
127,3,1,4,33,1,72,0,68.0,10.06,3.71,0.26,2.38
128,8,5,0,8,2,66,1,97.2,7.1,4.15,0.92,4.98
129,5,3,36,3,1,61,0,59.0,9.76,3.97,0.15,1.98
130,5,4,34,0,4,64,0,65.1,6.75,3.86,0.69,2.2
131,3,5,0,20,2,62,0,54.1,10.1,5.14,0.5,3.81
132,4,4,0,6,1,77,1,84.0,9.11,3.54,1.18,5.57
133,4,9,1,9,5,56,2,70.2,8.92,5.35,0.25,5.22
134,5,3,21,1,7,56,0,60.2,8.6,2.23,1.04,3.26
135,2,7,1,18,1,57,3,73.2,6.84,1.83,1.22,4.76
136,2,2,2,12,1,67,0,46.1,6.41,3.69,1.55,6.02
137,8,1,14,1,3,52,0,54.1,12.09,2.48,0.99,4.97
138,5,0,6,11,3,65,0,76.0,9.59,2.84,0.83,4.62
139,6,5,0,10,3,64,6,96.0,9.66,3.84,1.41,5.06
140,1,2,1,14,2,50,0,49.0,10.47,3.31,0.55,2.57
141,2,7,15,7,4,54,0,59.0,6.1,1.68,1.07,2.75
142,4,3,0,37,4,66,0,78.1,11.03,2.99,0.92,3.33
143,8,2,0,8,1,53,1,66.0,6.55,2.05,1.64,5.73
144,1,5,31,0,4,61,0,64.0,10.12,2.95,0.98,3.8
145,1,0,0,5,1,50,0,44.1,7.92,3.65,0.41,2.44
146,2,0,36,0,8,62,0,62.1,7.22,1.01,0.29,2.6
147,1,4,0,12,1,61,0,59.0,5.95,4.27,0.76,3.97
148,7,0,0,10,2,53,2,64.0,5.62,3.09,0.14,4.22
149,3,1,0,13,1,51,0,44.0,6.75,4.3,1.43,5.32
150,6,5,0,21,6,67,0,74.0,9.24,4.14,0.73,4.62
151,2,6,1,9,0,63,0,60.0,5.4,3.6,0.9,5.25
152,7,4,0,11,0,69,0,69.0,5.35,2.22,0.78,4.96
153,3,3,1,3,1,54,0,62.2,8.04,2.01,0.72,2.87
154,8,3,2,11,2,58,1,60.0,4.95,2.7,0.6,3.3
155,3,3,0,8,1,58,0,54.0,9.33,3.67,1.0,3.33
156,2,2,0,8,1,66,0,48.2,10.17,4.62,0.55,2.96
157,7,2,2,16,0,68,0,61.2,11.09,6.71,0.58,3.65
158,3,6,2,17,4,59,0,64.1,5.04,3.08,0.98,5.18
159,2,3,0,1,0,50,1,56.1,4.63,6.71,0.48,6.87
160,0,1,0,9,0,61,0,50.1,8.76,3.04,0.89,4.11
161,4,4,1,8,3,67,0,82.0,7.13,2.63,0.88,3.95
162,0,4,0,12,0,60,0,34.2,6.23,6.49,0.52,4.15
163,5,3,27,0,6,66,0,65.0,6.92,3.32,0.69,4.85
164,1,3,0,15,5,51,0,44.1,9.14,6.29,0.41,4.87
165,3,8,28,0,5,67,0,70.2,11.08,4.58,0.64,3.82
166,6,2,1,14,2,69,0,68.1,5.27,2.63,0.4,2.63
167,6,3,19,10,2,67,0,61.0,4.57,2.95,0.59,2.66
168,1,5,3,17,3,67,0,67.0,8.06,2.01,0.67,3.63
169,3,1,0,20,2,72,0,42.0,8.14,3.43,0.43,3.43
170,4,3,9,2,4,53,0,52.2,7.52,3.25,0.51,3.93
171,1,1,1,7,1,54,0,50.0,7.74,4.68,1.08,5.94
172,4,0,2,11,1,55,0,57.0,6.16,2.68,0.79,3.95
173,6,8,1,14,5,69,0,84.1,10.67,1.71,1.6,4.48
174,0,4,13,17,5,70,0,62.2,8.9,5.17,1.01,3.16
175,4,2,2,6,0,56,1,56.0,4.5,3.05,0.64,4.5
176,4,3,32,0,6,65,0,67.0,8.6,3.22,0.67,2.42
177,0,1,0,2,1,59,1,44.0,5.11,1.84,0.2,5.32
178,2,3,0,25,1,52,0,40.0,7.2,4.05,1.12,4.72
179,3,3,0,15,1,67,0,56.1,7.83,3.83,0.64,4.47
180,2,3,0,14,2,66,0,43.2,7.63,2.68,1.44,7.21
181,1,1,1,10,3,56,0,37.1,5.3,3.86,1.69,5.79
